"","id","s41","a2","a3a","s5","a18","a4","a10","a7a","a8a","a43a","a62","a69","a73","a87","a88","a59j","a59k","d302","d303","year","wave","time","province","rural","female","age","corhort","marriage","socialLevel","hukouRural","race","party","party_parter","edu","incomePer","incomeFam","job","occ","occR","occ_parter","occ_parterR","trust_gover","trust_local","trust_goverR","trust_localR"
"5690",5690,220000,1,1971,2,1,1,4,3,13000,1,19000,3,4,NA,NA,NA,NA,4,2,2010,3,0,"吉林省",1,0,39,2,1,1,1,1,0,0,1,13000,19000,NA,NA,NA,NA,NA,4,2,1,0
"5691",5691,220000,1,1981,2,1,1,1,4,15300,2,25000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,0,29,1,1,2,1,1,1,0,2,15300,25000,NA,NA,NA,NA,NA,4,3,1,NA
"5692",5692,220000,1,1986,2,1,1,4,4,10000,4,20000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,0,24,1,1,4,1,1,0,0,2,10000,20000,NA,NA,NA,NA,NA,4,3,1,NA
"5693",5693,220000,1,1955,2,1,1,4,3,3000,3,6000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,0,55,3,1,3,1,1,0,0,1,3000,6000,NA,NA,NA,NA,NA,4,3,1,NA
"5694",5694,220000,1,1984,2,1,1,4,4,24000,3,30000,3,4,NA,NA,NA,NA,4,2,2010,3,0,"吉林省",1,0,26,1,1,3,1,1,0,0,2,24000,30000,NA,NA,NA,NA,NA,4,2,1,0
"5695",5695,220000,2,1979,2,1,1,4,4,3000,1,6000,3,4,NA,NA,NA,NA,5,2,2010,3,0,"吉林省",1,1,31,2,1,1,1,1,0,0,2,3000,6000,NA,NA,NA,NA,NA,5,2,1,0
"5696",5696,220000,2,1968,2,1,1,4,4,12000,4,24000,3,4,NA,NA,NA,NA,5,3,2010,3,0,"吉林省",1,1,42,2,1,4,1,1,0,0,2,12000,24000,NA,NA,NA,NA,NA,5,3,1,NA
"5697",5697,220000,2,1988,2,1,1,4,4,5000,6,35000,3,4,NA,NA,NA,NA,3,2,2010,3,0,"吉林省",1,1,22,1,1,6,1,1,0,0,2,5000,35000,NA,NA,NA,NA,NA,3,2,NA,0
"5698",5698,220000,2,1966,2,1,1,4,4,9999998,5,10000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,1,44,2,1,5,1,1,0,0,2,NA,10000,NA,NA,NA,NA,NA,5,5,1,1
"5699",5699,220000,2,1956,2,1,1,4,3,1000,5,2000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,1,54,3,1,5,1,1,0,0,1,1000,2000,NA,NA,NA,NA,NA,5,5,1,1
"5700",5700,220000,1,1972,2,1,1,4,3,15000,4,30000,3,4,NA,NA,NA,NA,3,2,2010,3,0,"吉林省",1,0,38,2,1,4,1,1,0,0,1,15000,30000,NA,NA,NA,NA,NA,3,2,NA,0
"5701",5701,220000,1,1982,2,1,1,4,1,7000,2,10000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,0,28,1,1,2,1,1,0,0,0,7000,10000,NA,NA,NA,NA,NA,4,3,1,NA
"5702",5702,220000,2,1931,2,1,1,4,1,1600,5,3200,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,1,79,4,1,5,1,1,0,0,0,1600,3200,NA,NA,NA,NA,NA,5,5,1,1
"5703",5703,220000,2,1984,2,1,2,4,4,6000,5,12000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,1,26,1,1,5,1,0,0,0,2,6000,12000,NA,NA,NA,NA,NA,5,5,1,1
"5704",5704,220000,2,1966,2,1,1,4,3,8000,2,20000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,1,44,2,1,2,1,1,0,0,1,8000,20000,NA,NA,NA,NA,NA,5,5,1,1
"5705",5705,220000,2,1946,2,1,1,4,3,1700,5,3400,3,4,4,6,4,6,3,4,2010,3,0,"吉林省",1,1,64,3,1,5,1,1,0,0,1,1700,3400,4,6,0,6,0,3,4,NA,1
"5706",5706,220000,1,1956,2,1,1,4,6,6800,2,14200,3,4,NA,NA,NA,NA,5,2,2010,3,0,"吉林省",1,0,54,3,1,2,1,1,0,0,3,6800,14200,NA,NA,NA,NA,NA,5,2,1,0
"5707",5707,220000,2,1964,2,1,1,4,3,5000,2,10000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,1,46,2,1,2,1,1,0,0,1,5000,10000,NA,NA,NA,NA,NA,4,3,1,NA
"5708",5708,220000,1,1964,2,1,1,4,3,30000,4,40000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,46,2,1,4,1,1,0,0,1,30000,40000,NA,NA,NA,NA,NA,4,4,1,1
"5709",5709,220000,2,1968,2,1,1,4,3,1500,2,3000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,1,42,2,1,2,1,1,0,0,1,1500,3000,NA,NA,NA,NA,NA,5,5,1,1
"5710",5710,220000,1,1962,2,1,1,4,4,30000,2,60000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,48,2,1,2,1,1,0,0,2,30000,60000,NA,NA,NA,NA,NA,4,4,1,1
"5711",5711,220000,1,1954,2,1,1,1,7,6700,5,8400,3,4,NA,NA,4,6,4,4,2010,3,0,"吉林省",1,0,56,3,1,5,1,1,1,0,3,6700,8400,4,6,0,NA,NA,4,4,1,1
"5712",5712,220000,1,1970,2,1,1,4,4,8000,7,10000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,40,2,1,7,1,1,0,0,2,8000,10000,NA,NA,NA,NA,NA,4,4,1,1
"5713",5713,220000,2,1950,2,1,1,4,3,7500,5,15000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,60,3,1,5,1,1,0,0,1,7500,15000,NA,NA,NA,NA,NA,4,4,1,1
"5714",5714,220000,1,1985,2,1,1,4,3,5600,4,16800,3,4,NA,NA,NA,NA,3,3,2010,3,0,"吉林省",1,0,25,1,1,4,1,1,0,0,1,5600,16800,NA,NA,NA,NA,NA,3,3,NA,NA
"5715",5715,220000,1,1957,2,1,2,4,6,8000,4,16000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,0,53,3,1,4,1,0,0,0,3,8000,16000,NA,NA,NA,NA,NA,5,5,1,1
"5716",5716,220000,2,1980,2,1,1,4,4,9000,4,20000,3,4,5,3,NA,NA,5,4,2010,3,0,"吉林省",1,1,30,2,1,4,1,1,0,0,2,9000,20000,NA,NA,NA,3,0,5,4,1,1
"5717",5717,220000,1,1953,2,1,1,4,1,3000,2,3000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,57,3,1,2,1,1,0,0,0,3000,3000,NA,NA,NA,NA,NA,4,4,1,1
"5718",5718,220000,1,1958,2,1,1,4,3,3000,6,6000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,52,3,1,6,1,1,0,0,1,3000,6000,NA,NA,NA,NA,NA,4,4,1,1
"5719",5719,220000,1,1937,2,1,1,4,6,9999998,5,153000,6,NA,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,73,4,0,5,1,1,0,NA,3,NA,153000,NA,NA,NA,NA,NA,4,4,1,1
"5720",5720,220000,1,1949,2,2,1,1,4,10000,3,25400,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,0,61,3,1,3,0,1,1,0,2,10000,25400,NA,NA,NA,NA,NA,5,5,1,1
"5721",5721,220000,1,1960,2,1,1,4,3,3500,5,4500,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,50,3,1,5,1,1,0,0,1,3500,4500,NA,NA,NA,NA,NA,4,4,1,1
"5722",5722,220000,1,1991,2,1,3,4,4,1000,6,8000,1,NA,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,0,19,1,0,6,1,0,0,NA,2,1000,8000,NA,NA,NA,NA,NA,5,5,1,1
"5723",5723,220000,1,1980,2,1,1,4,4,5000,4,8000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,0,30,2,1,4,1,1,0,0,2,5000,8000,NA,NA,NA,NA,NA,4,3,1,NA
"5724",5724,220000,2,1969,2,1,1,4,3,5500,3,13000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,41,2,1,3,1,1,0,0,1,5500,13000,NA,NA,NA,NA,NA,4,4,1,1
"5725",5725,220000,2,1964,2,1,2,4,4,3400,5,13700,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,1,46,2,1,5,1,0,0,0,2,3400,13700,NA,NA,NA,NA,NA,4,3,1,NA
"5726",5726,220000,1,1982,2,1,3,4,4,5000,1,5000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,28,1,1,1,1,0,0,0,2,5000,5000,NA,NA,NA,NA,NA,4,4,1,1
"5727",5727,220000,2,1958,2,1,1,4,4,3000,3,4000,3,4,2,3,NA,NA,4,3,2010,3,0,"吉林省",1,1,52,3,1,3,1,1,0,0,2,3000,4000,NA,NA,NA,3,0,4,3,1,NA
"5728",5728,220000,1,1963,2,1,1,4,6,6000,4,10000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,47,2,1,4,1,1,0,0,3,6000,10000,NA,NA,NA,NA,NA,4,4,1,1
"5729",5729,220000,2,1965,2,1,1,4,4,10750,5,21500,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,45,2,1,5,1,1,0,0,2,10750,21500,NA,NA,NA,NA,NA,4,4,1,1
"5730",5730,220000,1,1954,2,1,1,4,3,5300,2,10300,6,NA,NA,NA,NA,NA,3,3,2010,3,0,"吉林省",1,0,56,3,0,2,1,1,0,NA,1,5300,10300,NA,NA,NA,NA,NA,3,3,NA,NA
"5731",5731,220000,2,1959,2,1,2,4,6,2500,5,5000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,51,3,1,5,1,0,0,0,3,2500,5000,NA,NA,NA,NA,NA,4,4,1,1
"5732",5732,220000,1,1961,2,2,1,4,6,24000,6,39000,3,4,NA,NA,3,2,5,4,2010,3,0,"吉林省",1,0,49,2,1,6,0,1,0,0,3,24000,39000,3,2,1,NA,NA,5,4,1,1
"5733",5733,220000,1,1959,2,1,3,4,6,3000,2,4000,3,4,NA,NA,NA,NA,5,3,2010,3,0,"吉林省",1,0,51,3,1,2,1,0,0,0,3,3000,4000,NA,NA,NA,NA,NA,5,3,1,NA
"5734",5734,220000,1,1957,2,1,1,4,4,5000,2,10000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,0,53,3,1,2,1,1,0,0,2,5000,10000,NA,NA,NA,NA,NA,4,3,1,NA
"5735",5735,220000,2,1955,2,1,2,4,3,1000,4,6200,3,1,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,55,3,1,4,1,0,0,1,1,1000,6200,NA,NA,NA,NA,NA,4,4,1,1
"5736",5736,220000,1,1954,2,1,1,4,3,8000,5,8000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,0,56,3,1,5,1,1,0,0,1,8000,8000,NA,NA,NA,NA,NA,5,5,1,1
"5737",5737,220000,1,1969,2,1,1,4,1,3000,3,5000,3,4,NA,NA,NA,NA,5,3,2010,3,0,"吉林省",1,0,41,2,1,3,1,1,0,0,0,3000,5000,NA,NA,NA,NA,NA,5,3,1,NA
"5738",5738,220000,1,1942,2,1,1,4,3,2600,5,2600,6,NA,NA,NA,NA,NA,5,3,2010,3,0,"吉林省",1,0,68,3,0,5,1,1,0,NA,1,2600,2600,NA,NA,NA,NA,NA,5,3,1,NA
"5739",5739,220000,2,1955,2,1,1,4,1,2700,1,2700,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,55,3,1,1,1,1,0,0,0,2700,2700,NA,NA,NA,NA,NA,4,4,1,1
"5740",5740,220000,1,1948,2,1,1,4,3,3000,2,5000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,0,62,3,1,2,1,1,0,0,1,3000,5000,NA,NA,NA,NA,NA,4,3,1,NA
"5741",5741,220000,2,1975,2,1,1,4,3,12000,5,24000,3,4,NA,NA,NA,NA,5,3,2010,3,0,"吉林省",1,1,35,2,1,5,1,1,0,0,1,12000,24000,NA,NA,NA,NA,NA,5,3,1,NA
"5742",5742,220000,2,1966,2,1,1,4,3,17500,10,70000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,44,2,1,10,1,1,0,0,1,17500,70000,NA,NA,NA,NA,NA,4,4,1,1
"5743",5743,220000,2,1972,2,1,1,4,1,12000,4,32000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,1,38,2,1,4,1,1,0,0,0,12000,32000,NA,NA,NA,NA,NA,4,3,1,NA
"5744",5744,220000,2,1962,2,1,1,4,3,7700,5,22000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,48,2,1,5,1,1,0,0,1,7700,22000,NA,NA,NA,NA,NA,4,4,1,1
"5745",5745,220000,1,1987,2,1,1,4,3,7000,4,36000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"吉林省",1,0,23,1,1,4,1,1,0,0,1,7000,36000,NA,NA,NA,NA,NA,5,4,1,1
"5746",5746,220000,1,1957,2,1,1,4,4,6000,2,8000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"吉林省",1,0,53,3,1,2,1,1,0,0,2,6000,8000,NA,NA,NA,NA,NA,5,4,1,1
"5747",5747,220000,1,1977,2,1,1,4,3,3000,3,5000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,0,33,2,1,3,1,1,0,0,1,3000,5000,NA,NA,NA,NA,NA,4,3,1,NA
"5748",5748,220000,1,1964,2,1,1,4,4,10000,5,10000,3,4,NA,NA,NA,NA,3,3,2010,3,0,"吉林省",1,0,46,2,1,5,1,1,0,0,2,10000,10000,NA,NA,NA,NA,NA,3,3,NA,NA
"5749",5749,220000,2,1974,2,1,1,4,3,10000,5,20000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,36,2,1,5,1,1,0,0,1,10000,20000,NA,NA,NA,NA,NA,4,4,1,1
"5750",5750,220000,1,1950,2,1,1,4,1,3700,5,7400,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,0,60,3,1,5,1,1,0,0,0,3700,7400,NA,NA,NA,NA,NA,4,3,1,NA
"5751",5751,220000,1,1989,2,1,1,4,4,10000,1,40000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,21,1,1,1,1,1,0,0,2,10000,40000,NA,NA,NA,NA,NA,4,4,1,1
"5752",5752,220000,2,1950,2,1,1,4,4,1500,2,3000,3,1,NA,NA,NA,NA,3,3,2010,3,0,"吉林省",1,1,60,3,1,2,1,1,0,1,2,1500,3000,NA,NA,NA,NA,NA,3,3,NA,NA
"5753",5753,220000,2,1963,2,1,1,4,4,8000,3,18000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"吉林省",1,1,47,2,1,3,1,1,0,0,2,8000,18000,NA,NA,NA,NA,NA,5,4,1,1
"5754",5754,220000,2,1960,2,1,1,4,3,5000,1,29400,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,50,3,1,1,1,1,0,0,1,5000,29400,NA,NA,NA,NA,NA,4,4,1,1
"5755",5755,220000,1,1967,2,1,1,4,3,5000,1,10000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"吉林省",1,0,43,2,1,1,1,1,0,0,1,5000,10000,NA,NA,NA,NA,NA,5,4,1,1
"5756",5756,220000,2,1980,2,1,1,4,1,10000,3,30000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"吉林省",1,1,30,2,1,3,1,1,0,0,0,10000,30000,NA,NA,NA,NA,NA,5,4,1,1
"5757",5757,220000,2,1990,2,1,2,4,4,15000,4,90000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,20,1,1,4,1,0,0,0,2,15000,90000,NA,NA,NA,NA,NA,4,4,1,1
"5758",5758,220000,1,1960,2,1,1,4,4,3300,5,8000,3,4,NA,NA,NA,NA,3,3,2010,3,0,"吉林省",1,0,50,3,1,5,1,1,0,0,2,3300,8000,NA,NA,NA,NA,NA,3,3,NA,NA
"5759",5759,220000,1,1975,2,1,1,4,4,3250,5,8000,3,4,NA,NA,NA,NA,3,3,2010,3,0,"吉林省",1,0,35,2,1,5,1,1,0,0,2,3250,8000,NA,NA,NA,NA,NA,3,3,NA,NA
"5760",5760,220000,2,1963,2,1,1,4,3,7000,3,14000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,1,47,2,1,3,1,1,0,0,1,7000,14000,NA,NA,NA,NA,NA,4,3,1,NA
"5761",5761,220000,2,1985,2,2,1,4,4,15000,1,42000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,1,25,1,1,1,0,1,0,0,2,15000,42000,NA,NA,NA,NA,NA,5,5,1,1
"5762",5762,220000,2,1971,2,1,1,4,4,14000,4,30000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,39,2,1,4,1,1,0,0,2,14000,30000,NA,NA,NA,NA,NA,4,4,1,1
"5763",5763,220000,2,1946,2,1,3,4,3,5500,2,5500,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,64,3,1,2,1,0,0,0,1,5500,5500,NA,NA,NA,NA,NA,4,4,1,1
"5764",5764,220000,2,1970,2,1,1,4,3,5000,5,10000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,40,2,1,5,1,1,0,0,1,5000,10000,NA,NA,NA,NA,NA,4,4,1,1
"5765",5765,220000,1,1953,2,1,1,4,3,1000,2,2000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,57,3,1,2,1,1,0,0,1,1000,2000,NA,NA,NA,NA,NA,4,4,1,1
"5766",5766,220000,1,1967,2,1,3,4,3,1000,1,11000,1,NA,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,43,2,0,1,1,0,0,NA,1,1000,11000,NA,NA,NA,NA,NA,4,4,1,1
"5767",5767,220000,1,1973,2,1,3,4,3,2000,2,4000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,37,2,1,2,1,0,0,0,1,2000,4000,NA,NA,NA,NA,NA,4,4,1,1
"5768",5768,220000,1,1961,2,1,3,4,3,7500,4,15000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,49,2,1,4,1,0,0,0,1,7500,15000,NA,NA,NA,NA,NA,4,4,1,1
"5769",5769,220000,1,1933,2,1,1,1,1,900,1,1800,3,4,NA,NA,NA,NA,5,4,2010,3,0,"吉林省",1,0,77,4,1,1,1,1,1,0,0,900,1800,NA,NA,NA,NA,NA,5,4,1,1
"5770",5770,220000,1,1990,2,1,1,4,3,9999997,4,6000,1,NA,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,20,1,0,4,1,1,0,NA,1,NA,6000,NA,NA,NA,NA,NA,4,4,1,1
"5771",5771,220000,2,1989,2,1,1,4,4,20000,2,40000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,1,21,1,1,2,1,1,0,0,2,20000,40000,NA,NA,NA,NA,NA,4,3,1,NA
"5772",5772,220000,2,1961,2,1,1,4,4,10000,4,26000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,1,49,2,1,4,1,1,0,0,2,10000,26000,NA,NA,NA,NA,NA,4,3,1,NA
"5773",5773,220000,1,1974,2,1,1,4,3,8000,5,11000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,36,2,1,5,1,1,0,0,1,8000,11000,NA,NA,NA,NA,NA,4,4,1,1
"5774",5774,220000,1,1941,2,1,1,4,1,0,3,20000,3,4,NA,NA,NA,NA,NA,NA,2010,3,0,"吉林省",1,0,69,3,1,3,1,1,0,0,0,0,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5775",5775,220000,2,1966,2,1,3,4,3,10000,5,26000,3,1,4,2,NA,NA,4,4,2010,3,0,"吉林省",1,1,44,2,1,5,1,0,0,1,1,10000,26000,NA,NA,NA,2,1,4,4,1,1
"5776",5776,220000,2,1968,2,1,1,4,3,4000,2,8000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,42,2,1,2,1,1,0,0,1,4000,8000,NA,NA,NA,NA,NA,4,4,1,1
"5777",5777,220000,2,1965,2,1,1,4,1,10000,4,20000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,45,2,1,4,1,1,0,0,0,10000,20000,NA,NA,NA,NA,NA,4,4,1,1
"5778",5778,220000,2,1972,2,1,2,4,3,7000,6,20000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,38,2,1,6,1,0,0,0,1,7000,20000,NA,NA,NA,NA,NA,4,4,1,1
"5779",5779,220000,1,1990,2,1,1,4,4,9999997,5,6000,1,NA,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,0,20,1,0,5,1,1,0,NA,2,NA,6000,NA,NA,NA,NA,NA,4,3,1,NA
"5780",5780,220000,1,1979,2,1,1,4,4,6000,5,10000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,0,31,2,1,5,1,1,0,0,2,6000,10000,NA,NA,NA,NA,NA,5,5,1,1
"5781",5781,220000,1,1948,2,1,3,4,3,2000,5,3000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,62,3,1,5,1,0,0,0,1,2000,3000,NA,NA,NA,NA,NA,4,4,1,1
"5782",5782,220000,2,1967,2,1,1,4,3,6000,5,10000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,1,43,2,1,5,1,1,0,0,1,6000,10000,NA,NA,NA,NA,NA,5,5,1,1
"5783",5783,220000,2,1968,2,1,1,4,3,10000,5,20000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,1,42,2,1,5,1,1,0,0,1,10000,20000,NA,NA,NA,NA,NA,4,4,1,1
"5784",5784,220000,1,1979,2,1,3,4,4,10000,4,20000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,31,2,1,4,1,0,0,0,2,10000,20000,NA,NA,NA,NA,NA,4,4,1,1
"5785",5785,220000,2,1963,2,1,2,4,3,10000,4,20000,3,1,NA,NA,NA,NA,5,4,2010,3,0,"吉林省",1,1,47,2,1,4,1,0,0,1,1,10000,20000,NA,NA,NA,NA,NA,5,4,1,1
"5786",5786,220000,1,1944,2,1,1,4,NA,1500,3,3000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,0,66,3,1,3,1,1,0,0,NA,1500,3000,NA,NA,NA,NA,NA,5,5,1,1
"5787",5787,220000,1,1985,2,1,1,4,4,10000,3,46500,3,4,NA,NA,NA,NA,5,1,2010,3,0,"吉林省",1,0,25,1,1,3,1,1,0,0,2,10000,46500,NA,NA,NA,NA,NA,5,1,1,0
"5788",5788,220000,2,1966,2,1,1,4,3,2000,3,15000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,1,44,2,1,3,1,1,0,0,1,2000,15000,NA,NA,NA,NA,NA,5,5,1,1
"5789",5789,220000,2,1955,2,1,1,4,3,9999999,3,9999999,6,NA,NA,NA,NA,NA,5,4,2010,3,0,"吉林省",1,1,55,3,0,3,1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,5,4,1,1
"5790",5790,220000,1,1974,2,1,1,4,3,34000,3,34000,3,4,5,3,5,3,4,4,2010,3,0,"吉林省",1,0,36,2,1,3,1,1,0,0,1,34000,34000,5,3,0,3,0,4,4,1,1
"5791",5791,220000,1,1969,2,1,1,4,4,14000,1,30000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,0,41,2,1,1,1,1,0,0,2,14000,30000,NA,NA,NA,NA,NA,4,3,1,NA
"5792",5792,220000,1,1965,2,1,1,4,4,8000,5,15000,3,4,NA,NA,NA,NA,5,3,2010,3,0,"吉林省",1,0,45,2,1,5,1,1,0,0,2,8000,15000,NA,NA,NA,NA,NA,5,3,1,NA
"5793",5793,220000,1,1964,2,1,1,4,4,10000,1,20400,3,4,NA,NA,NA,NA,4,4,2010,3,0,"吉林省",1,0,46,2,1,1,1,1,0,0,2,10000,20400,NA,NA,NA,NA,NA,4,4,1,1
"5794",5794,220000,2,1942,2,1,1,4,3,0,4,5000,6,NA,NA,NA,NA,NA,5,4,2010,3,0,"吉林省",1,1,68,3,0,4,1,1,0,NA,1,0,5000,NA,NA,NA,NA,NA,5,4,1,1
"5795",5795,220000,1,1958,2,1,3,4,5,20000,4,40000,3,4,NA,NA,NA,NA,3,1,2010,3,0,"吉林省",1,0,52,3,1,4,1,0,0,0,3,20000,40000,NA,NA,NA,NA,NA,3,1,NA,0
"5796",5796,220000,2,1975,2,1,1,4,6,6000,5,22500,3,4,NA,NA,3,2,5,4,2010,3,0,"吉林省",1,1,35,2,1,5,1,1,0,0,3,6000,22500,3,2,1,NA,NA,5,4,1,1
"5797",5797,220000,1,1966,2,1,1,4,3,10000,2,16000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,0,44,2,1,2,1,1,0,0,1,10000,16000,NA,NA,NA,NA,NA,5,5,1,1
"5798",5798,220000,1,1954,2,1,1,4,4,28400,7,36400,3,4,NA,NA,NA,NA,4,3,2010,3,0,"吉林省",1,0,56,3,1,7,1,1,0,0,2,28400,36400,NA,NA,NA,NA,NA,4,3,1,NA
"5799",5799,220000,2,1977,2,2,1,1,4,9999998,5,9999998,3,1,5,3,5,3,5,5,2010,3,0,"吉林省",1,1,33,2,1,5,0,1,1,1,2,NA,NA,5,3,0,3,0,5,5,1,1
"5800",5800,220000,1,1962,2,1,1,4,4,9999999,5,60000,3,4,NA,NA,NA,NA,4,2,2010,3,0,"吉林省",1,0,48,2,1,5,1,1,0,0,2,NA,60000,NA,NA,NA,NA,NA,4,2,1,0
"5801",5801,220000,2,1973,2,1,1,4,4,10000,5,30000,3,4,5,3,NA,NA,5,4,2010,3,0,"吉林省",1,1,37,2,1,5,1,1,0,0,2,10000,30000,NA,NA,NA,3,0,5,4,1,1
"5802",5802,220000,2,1949,2,1,1,4,3,2000,5,4000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"吉林省",1,1,61,3,1,5,1,1,0,0,1,2000,4000,NA,NA,NA,NA,NA,5,5,1,1
"5803",5803,220000,1,1960,2,1,1,4,3,20000,8,30000,3,4,5,6,5,NA,5,5,2010,3,0,"吉林省",1,0,50,3,1,8,1,1,0,0,1,20000,30000,5,NA,0,6,0,5,5,1,1
"5804",5804,220000,1,1971,2,1,1,4,4,50000,5,65000,3,4,5,3,5,3,5,4,2010,3,0,"吉林省",1,0,39,2,1,5,1,1,0,0,2,50000,65000,5,3,0,3,0,5,4,1,1
"5805",5805,220000,1,1963,2,1,1,4,4,5500,3,11000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"吉林省",1,0,47,2,1,3,1,1,0,0,2,5500,11000,NA,NA,NA,NA,NA,5,4,1,1
"5806",5806,220000,1,1972,2,1,1,4,4,9999999,6,9999999,3,4,5,6,5,NA,5,4,2010,3,0,"吉林省",1,0,38,2,1,6,1,1,0,0,2,NA,NA,5,NA,0,6,0,5,4,1,1
"5807",5807,220000,2,1966,2,1,1,4,3,6000,3,32000,3,4,2,3,NA,NA,5,3,2010,3,0,"吉林省",1,1,44,2,1,3,1,1,0,0,1,6000,32000,NA,NA,NA,3,0,5,3,1,NA
